uuid_query,date_stamp,perf_level,period_sop_day,period_eop,cont_nr,asset_id,twrr_net_day_cumul,twrr_gross_day_cumul,twrr_contri_net_day_cumul,twrr_contri_gross_day_cumul,twrr_contri_cap_eff_net_day_cumul,twrr_contri_ccy_eff_net_day_cumul,twrr_contri_inc_eff_net_day_cumul,twrr_contri_taxfee_eff_net_day_cumul,twrr_contri_taxrec_eff_net_day_cumul,twrr_contri_res_eff_net_day_cumul,vol_on_return,vol_on_contrib,maxdd,sop_mkt_val_cont_day,eop_mkt_val,gain_day,real_unreal_pl_day,aic_day,aic_day_ptf,weight,ncf_net_day,ncf_gross_day,twrr_net_day,twrr_gross_day,twrr_cap_eff_net_day,twrr_ccy_eff_net_day,twrr_inc_eff_net_day,twrr_taxfee_eff_net_day,twrr_taxrec_eff_net_day,twrr_res_eff_net_day,twrr_contri_net_day,twrr_contri_gross_day,twrr_contri_cap_eff_net_day,twrr_contri_ccy_eff_net_day,twrr_contri_inc_eff_net_day,twrr_contri_taxfee_eff_net_day,twrr_contri_taxrec_eff_net_day,twrr_contri_res_eff_net_day,cf_fees_day,cf_nrtax_day,cf_rtax_day,cf_tax_day,cf_nnm_day,cf_purch_day,cf_sale_day,cf_rdmpt_day,cf_income_day,cf_cost_day,cf_exp_day
7244517878838067565,2008-06-26,-1507618557,1996-09-14,2008-02-24,How itself hair,"Television something program consider thank shake on. Citizen peace side tough.
Mother respond purpose kid part. Red deal culture each.",1.1414421519392466,130.5147931605387,123.68141378216532,115.106005712918,101.28554241155454,64.93903375574429,29.164218303161668,114.11501433813456,108.97495021583109,58.047042096164816,32.46292445711506,55.94042746002666,102.4523326057145,12.10,3.79,33.05,69.77,33.967604,88.84,109.580907,91.74,115.04,18.247555,93.887956,30.260488,112.708745,6.011298,79.064861,26.401919,60.088262,78.915671,10.780439,29.524883,44.225943,59.112922,29.045831,99.105134,1.787029,5.17,22.77,5.74,119.84,73.72,40,10,48,3.69,52,11
6804359822625107369,1981-10-30,1073566159,2015-03-18,2015-10-09,Baby any move c,Whatever fact trial trip edge evidence administration style. Such better produce name. Voice pass tree fall.,90.09305679250426,38.64061010784081,49.35452631360731,1.1011133714982466,89.89829931718539,46.44173399449347,62.44513653119,30.09837421492811,80.00301204394337,73.90070530581391,43.806004347581855,97.73579715885215,119.29388550872875,92.98,110.15,83.96,101.19,57.090198,0.70,15.057283,7.84,18.19,30.556801,67.015136,49.959341,82.228001,43.544267,3.996760,122.580779,130.060713,81.372422,57.333080,114.879360,23.947341,96.908890,29.199533,24.255077,5.758501,94.46,106.32,86.14,68.13,29.27,95,32,69,31.12,105,87
7998649466868957481,2002-03-07,-313719690,2008-12-07,2006-11-16,Effort parent b,According whole wind company seem positive easy. Lot wear front kind.,85.85472593058361,96.41092640043799,8.869449582357621,35.40170598049377,34.1044699329551,14.207331889773846,4.433491260482242,21.124727689333398,91.87686786712995,109.41307020176731,127.10402968271075,131.08861791118505,2.2526527316372533,53.17,35.79,18.79,57.04,37.165436,73.88,127.871032,14.27,67.48,51.691227,64.820445,64.354454,100.960471,105.574017,43.986404,45.520498,35.372140,48.375035,108.867977,98.948273,56.078168,129.818673,91.673969,49.298946,81.634757,68.29,64.59,57.78,100.38,117.21,32,90,22,37.47,15,44
617927887631734851,2020-02-15,-1813000821,1986-01-30,2000-10-31,Conference argu,"Hit key same strategy. Discussion yourself break sit expect industry.
Clearly nation discuss life dinner. Show their do two already on write. East shoulder once improve environmental seek story.",119.17869450351638,104.88850219927033,75.87302948304644,113.04377389694397,108.16315919110883,100.16237288891324,124.7696507254723,111.20507565119755,6.335140546949741,12.60547333665135,21.136018184483746,92.17939547207092,98.16803900692274,115.77,32.51,32.60,50.58,130.528221,21.16,68.752773,95.02,124.12,75.900462,50.732299,58.515301,121.324494,11.434572,80.005179,19.180775,19.640268,116.461558,38.691072,5.439486,52.476890,7.123207,13.584345,4.896155,119.650577,38.40,46.64,98.89,126.37,63.47,95,48,4,105.69,13,129
-2749660199535423385,1998-08-02,-1461122811,1994-01-03,2021-04-07,Figure policy b,"Structure piece simple chance establish. Trouble his rather argue few hospital. Both care budget either.
Say future care computer. Act most he campaign know.",83.1742513223492,117.47085083330524,95.40923367881406,108.81790530606393,72.48336058941513,73.74115685103268,90.59216555159303,114.24737793098768,116.8653896319316,41.332691379519424,9.149029251561863,122.4265922507594,128.9680845542755,10.67,131.21,47.64,4.49,10.249901,19.66,129.891920,104.49,43.12,93.231206,93.558018,64.998530,7.153095,82.173930,28.291883,44.221446,91.341574,11.466799,32.488723,13.772981,79.086917,73.816117,122.070773,57.881095,117.178060,42.16,17.44,60.02,66.49,38.75,126,43,110,62.79,18,84
-8170720579258289843,2019-06-29,-1034676069,2006-12-19,1992-12-09,Us recognize bi,"Try prepare general none. Dream peace other offer. Development remain between weight.
Medical along conference happy political. Enter better outside serious. Four garden risk drive.",129.40110173435727,83.55984278968573,9.841020816897021,17.854829875572385,28.820623251944014,126.08074600858511,1.690791797038564,25.749250495957437,73.1242177171793,126.00560322282574,126.77085971743568,14.760438185742828,1.0987637379080812,131.06,24.85,84.29,66.72,86.812652,79.39,49.437566,119.64,123.45,132.031101,27.694430,11.958574,90.104112,68.352036,72.957517,95.198991,39.673051,83.384159,78.759604,14.386161,122.753802,112.520959,74.486876,133.475435,97.840338,52.07,133.22,129.56,42.03,54.63,114,42,18,82.01,17,112
-8729078110628356873,1979-09-17,-897877390,1970-01-04,2018-02-04,Quite model hai,Save science now lay decade. Customer study government treatment meet Mr between.,94.44939656216108,61.0398382641592,12.902197382785893,100.11621070369961,120.73672310903301,67.76523879711566,27.410870525709296,94.05412044045194,68.13206428949064,95.57422972145875,73.18817441465177,25.649165693984582,17.618982609961986,98.12,17.22,118.42,97.81,6.456879,19.94,116.433567,134.64,53.07,133.831622,52.897165,109.211363,132.166702,53.565085,78.247465,27.968394,54.465739,102.018352,92.058616,44.329897,0.354398,58.311680,74.909498,44.003853,67.725811,14.27,48.74,15.91,66.43,78.94,18,16,28,1.90,98,81
-3226017599803789082,1985-02-12,379192650,1986-09-26,1976-02-23,Weight it these,Hard green thus group surface debate. Budget chair forward include back big.,33.40474737650631,72.18664263996982,22.084811280308276,126.79411943771922,115.38683882976098,136.7689096851931,68.44286172871192,68.11170215899676,125.39346956719086,133.0688064270847,112.85669071913462,73.90871271853273,28.974453575215865,117.02,79.07,1.87,103.47,42.027883,75.98,79.340758,84.49,49.55,37.417142,86.353145,112.684920,94.321983,70.420186,100.977040,50.112317,91.168876,31.079505,92.896085,92.941177,35.051804,91.602942,57.784731,68.660087,33.658917,34.82,84.48,12.48,25.26,28.83,137,39,28,132.12,118,119
3339856827579929094,1987-05-31,-1309482835,1999-12-19,2005-04-28,Animal or proje,"Yourself opportunity level two. Analysis tend very ground night.
Hope there yeah adult miss. Report beat agreement five point guess value. Concern too great memory network west community reflect.",49.08849575015501,72.19895704187569,103.70654527224255,73.40895481281213,126.18211992551855,103.6468209070954,136.65338726014463,116.18156902827768,72.02177412479325,99.10370376823266,78.01742676926129,74.47174715152266,122.9225219794241,107.59,83.27,97.60,132.71,102.242635,8.28,126.472324,1.16,14.58,8.387859,29.905079,131.606593,73.405721,12.158930,33.421073,38.737070,9.848570,82.951381,104.859831,90.032477,132.724724,70.954765,77.016099,69.827424,22.800017,57.19,29.07,49.19,34.98,44.56,118,104,63,111.94,35,47
-2759365572078972148,1976-04-09,-322924092,1993-10-14,1987-06-07,Team culture in,"Instead consider career base. Sign plan recognize suddenly few.
Evidence eight he nation join. Discover film political compare firm while. Field court edge skin test sound scene.",112.93377537541454,57.23583745719359,25.908894867525916,91.3241421562941,11.437567569235881,56.932111417407654,80.58569035084562,21.404557298843816,137.31205034266813,99.1741251620827,5.6019342600798305,62.28116052951937,18.06864865912471,18.73,64.13,87.65,58.96,127.392207,81.57,77.194796,127.90,83.20,97.163883,6.406905,82.223614,0.559114,58.729290,6.292407,5.949127,90.532489,118.345379,50.755207,121.156576,57.208646,28.619166,57.760666,105.126026,33.131945,0.23,71.53,9.91,61.00,61.17,93,67,80,60.34,110,25
-2903057120284526797,2021-04-06,718358217,1974-05-03,1983-01-21,Cell doctor som,"Magazine part hear social. Record fast ten picture.
Candidate process director reduce too sure should. Son car wall. Ball green they price record market.",129.9239303306554,19.01302529915392,98.45100363582743,102.89428192698239,43.43085859221819,6.4454290980003615,105.23455427110801,67.51734435317513,55.710454877763055,56.218316038818095,129.31542506567422,97.86069406598763,71.5697379964124,125.42,121.22,139.84,72.23,76.468016,69.24,102.619508,6.21,46.13,140.068476,1.726270,48.714521,119.713876,48.532336,105.653470,75.061044,58.345640,56.378126,52.462927,124.934933,95.002125,44.508827,41.593946,61.322623,39.141926,103.93,104.68,49.80,117.62,98.44,76,46,87,36.69,42,43
7852827745026042064,1999-12-27,-615928771,1997-12-20,1989-11-27,Various box cen,"Charge son table news east financial. Through perhaps policy wear. Choose management water sort.
Place woman on suggest page. Produce central nearly first.",134.60250382069083,138.95436000090427,108.6511091588522,13.53178955166572,48.94979390225516,123.99898638086444,34.97549533731037,64.47019609396155,80.57614704685054,98.93677782148798,75.04895492455846,40.74895758310281,124.69011625639827,40.17,136.79,107.95,97.77,55.646756,116.77,50.015442,107.82,127.95,56.920759,139.148160,122.338423,68.586099,46.410402,124.264448,3.877216,103.318412,130.261639,83.306539,110.739483,109.084865,23.192497,21.045248,65.474152,62.037936,26.65,131.06,109.03,95.14,73.80,34,107,140,112.51,77,111
2181931029056001757,1973-04-21,871288517,2011-12-24,2019-08-18,Sometimes sever,Help property exactly single sport can. Item important there idea. World word available under company field simple arm. Above me court its ago billion go.,12.741522797116206,69.57601499446459,32.83983878505235,29.492400128359176,78.47585060521902,32.45382764068988,41.24554787717407,50.134333208489096,92.58622282437368,92.84606525129453,90.64714048110461,107.41642022675762,90.13628237516564,104.00,60.03,70.12,139.63,87.277739,62.71,99.237995,1.82,30.72,35.814483,6.068893,72.354590,95.077036,117.905756,88.122483,43.181149,125.379685,86.747166,13.450633,106.076426,35.432784,26.804474,15.071231,27.384871,71.485642,14.71,117.43,37.58,7.87,3.34,114,89,120,0.39,130,76
4990209487970503113,1990-02-15,-1453055564,1997-12-27,2021-12-27,Process very re,"Song draw cost art under lot. Situation third conference pressure into by ask half. Write several risk activity every most.
Guy technology memory story possible your social. What who century.",138.97610883554808,7.766396048553558,8.757517375829162,26.04116852077764,56.137652799888826,11.601975001038063,30.579737340603415,1.6827700172091031,131.4839896398706,89.95931734120946,12.35201824397052,64.54862945479498,93.81071210617937,74.91,96.64,64.32,27.47,114.277894,45.28,96.565779,131.06,31.33,131.279432,119.062786,7.376282,52.299270,63.739050,5.063790,103.862378,3.500288,34.061138,128.902788,99.914880,139.882059,0.168980,75.060706,83.777552,16.298351,40.45,7.50,58.85,103.95,116.44,128,59,90,61.12,143,39
-8897627459553707750,1975-07-07,-343629953,2004-05-31,2014-10-17,These effect mu,"Despite argue another. Support assume of case authority.
My fear white. Maybe word team feel music wish onto. Attorney land section.",102.80765077649315,1.5972570912748911,5.072637753775633,39.54770317302256,47.480636871698856,25.940552167375817,47.56380388893957,45.11382725305121,14.975021209274976,48.40508789196864,110.53491031090428,47.01650031284131,129.5628224895763,71.25,2.50,67.42,97.59,16.551242,80.78,11.062402,142.26,57.67,41.715523,128.428783,82.050126,100.918205,132.940891,112.837620,45.538824,72.988791,83.811941,1.540288,138.764731,142.175938,105.961433,25.690922,38.625758,51.237340,6.37,134.74,16.83,38.49,37.82,87,14,51,1.11,104,51
-2328756556597426976,1997-10-24,713833786,2022-05-18,2005-01-13,Environment eve,Religious body unit job of raise. Western way college population. Work stage involve total impact.,68.08912246008401,38.10900275121666,87.35555408233247,104.36539954754129,115.78283526810283,47.89913633675748,142.41370577472034,50.58747418399073,63.56566929843522,3.173541299392344,98.89183376007733,48.26804414561437,61.50971510128761,121.70,130.12,88.74,80.61,11.567411,110.84,84.405673,22.48,35.04,116.630485,68.238991,97.911443,93.456726,131.442025,62.045861,71.319686,122.230563,30.118260,132.846437,40.080559,26.287241,70.554383,15.716377,64.982611,109.024520,14.72,23.73,34.41,19.12,0.59,88,43,29,119.20,62,105
3850750070579806362,2013-05-18,-1709738759,1972-07-22,2014-10-22,Few ago good di,"Provide sell into night television dream attack painting.
Understand every attack pretty general lot federal boy. Cut cup anything paper view their. Nearly that point him concern word.",68.78364088254172,16.047124945634884,80.11975412043704,84.12107035962549,119.11777598122117,38.28293833964213,138.85334881447469,40.71728579191056,72.64566506814796,5.662026460227995,111.59298052243437,38.38889620297909,50.40370930718627,88.94,113.67,85.37,63.21,3.436871,106.04,49.489941,139.38,131.74,63.032790,51.168215,80.234381,80.045760,23.165462,114.581022,86.155370,102.549652,28.125647,52.822491,97.458035,122.106023,142.541375,134.710582,141.404799,95.338605,18.86,52.72,38.16,70.97,85.90,13,80,114,146.76,53,137
-4539909777808795689,1973-11-16,547102300,2003-12-30,1972-06-02,Take third hope,Student she performance spend race police skin. Ask seek production cold set responsibility. Thank story beyond return box cultural human.,142.64614065809283,31.217080835040086,50.05777797468202,46.959483766921956,81.94648712976407,47.378217455988775,112.89230813466652,133.43941220696152,75.29519303280598,43.512773443344784,133.44524941565612,135.10302835895902,108.85217822950646,29.44,123.64,68.23,93.47,86.248284,141.05,7.832564,55.11,48.27,16.179179,113.076447,55.196132,99.313597,18.223125,66.433132,87.496406,127.079612,51.983745,62.385734,52.121780,119.997790,29.613950,121.707005,44.096646,25.007434,64.91,107.89,98.15,108.17,46.86,62,36,69,99.18,20,109
-6451611563480490958,2014-04-20,1848837808,2019-12-11,1991-07-13,Serve Congress ,Knowledge cup health job star generation. Tax common yourself recently. Anything left few floor power.,126.3104824076379,126.1940901947187,45.21778061236168,110.26290178181135,142.438333201889,1.738847617295206,13.20120239114506,93.58335505694002,22.040454582462658,128.1354681887401,135.83833336291275,1.8008048650331174,7.22792903560369,71.22,103.48,27.41,49.61,147.940601,37.42,43.627945,46.14,6.57,43.587296,27.670586,76.124815,105.623573,5.150428,21.011068,129.911578,135.703883,80.060890,79.278860,19.257111,49.640907,68.044951,33.751721,116.392005,96.504656,22.86,2.94,140.53,33.25,110.20,66,106,76,98.41,92,65
7628915362963828260,1976-03-05,-526724087,2010-04-18,1999-01-10,Law politics ma,"Both eight trial property kind.
Finish front director shake item lot sit site. Quickly main drive almost doctor.",97.486438862781,147.15613519589334,124.36983745220311,53.131109498372666,121.87867450714887,62.33611629426389,72.47246807296703,34.638996322227506,117.98328461000138,92.2820304169489,55.57105322744017,36.125805124789224,80.21965892263063,139.78,41.31,122.97,29.10,53.734794,141.36,2.933219,14.27,113.83,91.180690,79.571713,100.445782,139.012081,81.401623,66.451729,57.209199,8.848647,53.942058,106.229614,1.608896,140.192763,49.992061,97.603623,112.894928,93.368344,57.26,139.85,41.15,114.89,81.52,10,37,21,47.17,61,120
8652708483480186838,2005-05-16,1074216897,2005-06-18,1990-03-12,Off analysis pr,Sea man difficult unit. Focus maintain upon offer. Determine interest year run later leader.,92.57979943492099,57.80607579737163,29.8877497876209,73.7513464434872,76.33240510026992,121.43716491977335,141.23002149961516,18.06026212784608,78.51260860922062,100.19144617178385,27.198802386870184,92.1403215752178,102.47473794349992,102.62,139.82,131.39,24.06,52.467307,137.35,83.522421,40.11,101.51,66.976676,39.663386,83.983238,110.080509,145.200433,129.368867,102.149896,101.496789,25.260716,105.904785,5.721975,29.463076,18.360695,126.010372,87.056021,109.578188,28.96,119.44,80.60,70.92,0.80,12,52,44,7.30,141,59
-815346501174667396,1978-05-26,1297660742,1992-06-29,1979-06-19,Determine pick ,"Town out president seek city. Other politics animal beat still.
Model career forget must itself similar despite.",87.94366661205268,63.43245443776029,72.33206709923614,94.03033666738794,129.89624185206077,52.68238519644754,70.03409810191872,59.24848475401036,67.26071901554238,118.93598237395538,35.58937881822136,94.83158605514278,76.27694442588587,33.31,129.15,111.06,115.57,65.268706,131.90,40.612356,99.53,1.54,58.128061,3.329759,117.644758,5.551783,127.505469,84.211926,67.500040,140.517661,60.645557,105.101083,121.663047,39.562603,101.608372,123.554068,12.320079,17.756360,9.56,1.39,87.43,15.59,93.48,75,127,119,65.57,5,140
3029455054825800233,2002-10-02,-451995822,1991-08-17,2013-09-20,Report consumer,"Field company short. Half over knowledge yes. Pick card get.
Challenge better where subject standard realize. Despite my that manager even.",25.49028851510181,134.57494249191268,53.808753838405785,15.158538034996141,144.3150654878845,67.03572305396057,123.45655929882301,44.74576758869452,136.32048063347594,75.77168420046027,5.291743014945462,13.242006207976512,120.57901549199423,75.34,93.07,108.01,109.57,96.991070,85.93,39.625607,107.87,25.71,117.024923,61.739269,57.298570,27.868118,49.103506,49.284722,127.347032,83.165311,109.204475,80.799636,95.049180,20.847833,101.610969,24.332437,21.216249,15.469932,50.57,48.33,89.87,66.16,113.28,147,30,86,83.50,3,23
