id_dsf_bsm_operations,dh_sys,id_ds_vrs,cd_evn,dh_evn,time_id,pos_id,doc_id,evt_id,pkt_seq_nr,veri_date,trx_date,val_date,perf_date,bu_id,is_reversal_clc,is_atrx,meta_type_id,meta_type_name,order_type_id,order_type_name,pos_typ,wfc_status_id,wfc_status_name,medium_id,medium_name,bp_id,bp_nr,cont_id,cont_nr,cont_curry_id,cont_curry_iso,macc_nr,macc_curry_iso,cont_type_intl_cd,asset_id,asset_name,isin,mkt_id,mkt_name,mkt_country_id,mkt_country_name,pos_curry_id,pos_curry_iso,book_kind_name,qty,price_curry_id,price_curry_iso,price,gross_amount_pos,fees_pos,net_amount_pos,accr_intr_pos,fx_rate_pos_cont,gross_amount_cont,fees_cont,net_amount_cont,accr_intr_cont,fx_rate_pos_bu,gross_amount_bu,fees_bu,net_amount_bu,accr_intr_bu,is_operation_clc,dt_run,deal_spot_rate,deal_fwd_rate,fx_curry_1_iso,fx_qty_1,fx_curry_2_iso,fx_qty_2,spot_spread,trdr_rate,fwd_bps,pict,mkt_fwd_bps_bu,fwd_spread_bu,spot_spread_bu,strike,fx_gross_amount,fx_gross_curry_iso,fx_net_amount,call_curry_name,call_qty,put_curry_iso,put_qty,prem,prem_qty,prem_calc_type_intl,prem_calc_type_name,spread,spread_qty,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
Reflect environment pay player. Set west mouth race per cultural. Few general build buy purpose school. Minute both hard base anything me.",19,"Enough her agree today. Arrive worker often check.
Sometimes people their local energy. Away call policy her senior edge simply. Marriage why exactly treatment green former those.",40,Run blue administration budget management sister ever. Knowledge scene black hundred last trade offi,"Cause girl factor film mother. Organization guess theory.
Economic attention indeed itself foot. Have ten listen store recent. Fall decide vote near occur.",32.4687960,47,Magazine heavy expect herself between but project. Culture over quickly something effect article pla,47.070293681509,63.0436742,62.1165199,63.5419042,13.7629107,39.04274390345907600000,15.3161716,50.0844148,8.4062519,76.6024067,35.06784676285785000000,53.0428966,10.0775314,38.0311690,78.0985349,M,1975-02-13,13.90584657795981500000,53.01367843938207000000,Sell syste,16.8636437,Already be,67.4869134,74.06076736073791000000,57.28763329475220000000,29.14842409897727600000,15,43.07491126118410000000,41.37882496768706600000,81.1360800,44.39283971549210000000,20.3307280,"Or produce whose determine trial. Thousand throughout strong specific rule. Sell her face through.
H",7.0167024,"Report couple page action direction. Wide blue best along benefit health.
My less every difficult on",79.6501525,Agency fall message there. Must six future our ago. Still often reflect election beat industry door.,40.2932507,25.12100331616022300000,2.47362565571010330000,"Investment contain box every myself wall now.
Bar than one. Pull television rise available prevent i",Gas edge skin source century wish central allow. Small kitchen citizen main court. Performance spend,72.42630821586063000000,78.83795651244641000000,2012-02-21 09:37:35.000000,Oil take happy tell maybe administration author av,Author garden now middle avoid. Create eye send be,Organization product I. Compare amount rich people,2012-03-31 02:41:56.000000,On give since according action grow control. See a,Player drop raise agency. American wish purpose mo,"Relationship rest help recent such.
Lose sport hou"
62,2016-01-14 19:51:25.000000,-574200864,-27294,1994-02-22 19:32:44.000000,Coach tr,12,72,1,0.4062053,1971-03-10 13:14:47.000000,1991-12-04 20:37:09.000000,2017-02-05 19:24:52.000000,2011-05-22 22:15:17.000000,79,E,Us,40,"Hour federal training break feeling page. Much garden drug investment could.
Property movement devel",8,Off with usually see including. Improve board exist south blood serve sing. My modern nation differe,"Film accept production reveal difference sing. Instead one produce may arm.
Admit study wrong up.
Pa",31,"Place him consumer pattern worker measure. Medical never same science boy wait financial standard.
R",50,Child especially nearly pass size year. List may manager country quality. Itself during continue do ,44,Every majority course class professor the per. Physical until go behavior.,22,Group gun participant. Subject system often my career.,46,"Concern everybody produce risk.
Able dream something already participant performance ask.
Of much ye",That establish red region foot quality official. She much human crime. Arm describe example watch fear record my.,M,"Safe stock set answer American coach west. Give drive there she drug.
Particularly party bag strateg",22,"Four house draw everybody kind. City dog life majority also.
Arm question quality claim suddenly former.
Deal those sister memory need eight. Throughout apply back mouth.","Pm gas start building. Within focus get minute short late. Everyone under common send.
Past strong s",17,Fall attention dark involve. Room most someone half remain night study human. Election suddenly traditional or production ask list. Many player guy market and.,46,"In term quickly truth. Financial account difficult work concern.
Five may camera likely step. Fast box stock hear response. Quite energy fish before data far.",72,"Already task evidence without peace. Pressure attack successful size democratic continue Mrs.
Foot j","Pay somebody yeah win what argue. Think lay manager election.
Drive population life. Apply best high campaign range sense very. Than sing clear discover notice everybody production.",32.0828502,44,Lead only structure behind can last. Long none operation not fine tend. Administration meeting beat ,40.315711604992,24.5142267,62.5651848,57.3771874,80.3366624,56.45030656502255000000,81.5820320,78.6127521,6.6730462,5.7364265,43.85625900798220000000,22.3658832,23.7402573,69.5433777,55.2309457,F,1992-04-24,17.29675379175697400000,73.67029672582662000000,Because so,49.9919538,Gas night ,4.1708469,19.74590135453582500000,75.01119443681134000000,27.43662485628884000000,3,57.71712183620009000000,79.52268241950370000000,71.1682192,19.53624062592964300000,49.4428756,"Commercial north night amount.
Bag able shoulder send sell watch. Health administration section hot ",36.9510547,Worry box million daughter industry people. Be trial senior effort start medical. Ahead determine pr,38.2498913,"Table what region plan through your those. Star surface sometimes attorney.
Daughter station short. ",62.5826692,17.49382743007862500000,23.35469127266151200000,Feel rich style sure shoulder success line. Different floor home card. Plan trouble science call cha,"Force available program out say score. Expert cultural give night sport culture.
Partner internation",18.12694094349134500000,19.11072870105415300000,1989-05-06 19:40:48.000000,Important music fact expect idea consider yourself,Box either thousand vote possible. Authority us in,Anything laugh campaign word method population. Ac,2014-04-26 13:11:24.000000,Family similar rate out time. Such act indicate na,During easy ahead trouble professor describe acros,Significant sing law. Myself report smile internat
22,1982-03-31 08:26:15.000000,-511649143,-24552,2019-09-11 16:11:26.000000,Born top,41,44,29,77.3461210,1985-08-11 16:08:44.000000,2015-05-08 03:39:50.000000,1975-12-04 16:38:37.000000,1985-03-11 23:59:03.000000,69,I,Se,37,Will party inside mouth. Nation lot start couple safe author.,12,Usually technology white knowledge far. Performance think late then science official bad.,"Individual report summer bit sort store. Night field decade drop without PM. Never whose provide.
Ti",44,Lawyer heart fall region election agent deep. Half produce especially member election father lot. Po,30,Well anything side data. Once another myself skill.,5,Reach either point several race send concern. Far career save country build shoulder world article.,18,From friend wall source father fly anyone. Education chance series attorney produce meet alone.,71,Exactly material change these face adult. Social law human trial kind social treatment. Letter green,"Throw available this score. Purpose office about political.
Help culture plant fear certainly thing give sometimes.",U,"Economy should item card spring southern bill. Fire help at require.
Son world response attorney pos",71,Effort kid create. Professional away lawyer him write some star. Personal left job reach. Seven health style nearly production financial.,Wait suggest why check property total figure. Itself stage member stuff oil. Although financial majo,67,"Usually song audience many. Research exactly religious approach official hour owner. Anyone exactly machine public.
Thousand movie answer between dinner me radio. Opportunity may site benefit.",51,"Current term share. Capital old meeting Congress man west wall.
Work decision scene sport member yard. Less standard enter key opportunity.",74,Appear street method college. Particular church film per conference real. Detail cover body position,"Force table behavior senior face her history. Serious better out despite then. Ability miss my recently cut.
Yet reflect career of trade brother reflect place. Life best fire building.",81.6772316,9,"Begin environment which interest toward ahead.
Firm focus help read thousand hospital drug military.",48.821297968068,29.6393600,61.8962854,28.2608110,77.8633531,50.86165696328834000000,34.6825725,24.3591848,2.6051909,28.1627495,32.62101297479089400000,61.4757800,36.5177927,75.9713542,11.0931079,L,1991-05-02,76.18720854944469000000,42.81416127285397000000,Or newspap,24.5810741,Enter view,20.5556373,43.07033157940083600000,8.45960830835107600000,23.13464613890881700000,79,13.35562423860302600000,46.47832628919224600000,72.1417784,2.13671003442666000000,25.2413976,Major at happen. Couple here so dinner bank civil. Admit thank for language. Exactly hand fine withi,15.7378404,"Whatever peace large truth unit write. Company personal plant including peace.
Look crime enter nece",59.9528555,Ground red explain well issue off term. Media social herself ever large. Government treatment none d,76.4821589,51.54099510903962000000,55.05082768434057500000,Bar grow affect consumer none. He maybe agency begin. Arm indeed quite seem.,Pretty two around reveal bag important. Chance world at thousand actually after. It international sp,49.32284468355439000000,79.70948413975454000000,1988-10-23 02:55:05.000000,Instead behavior as subject event city. Join resul,Scene personal feeling with call but. Receive perh,Model responsibility leave cut apply design pretty,2016-10-26 10:48:54.000000,Although page pressure area study to within. Us li,I catch music decision only agreement. Home case s,Hour add low two yes. One clearly choice economy a
